authors,title,year,abstract,doi,link,search_method
Jagdish Kaur,Ambiguity related misunderstanding and clarity enhancing practices in ELF communication,2017,"… As research into the use of English as a lingua franca (ELF) intensifies, questions on the implications of the findings for English Language Teaching (ELT) are increasingly being raised. … … Like Cogo (2012: 104), who proposes that students be made “aware of different ways of speaking English, of language variability and change,” Sewell (2013: 8) recommends that teachers “provide learners … … of ELF pragmatics that has generated substantial research interest concerns the issue of misunderstanding in ELF. … … As such, any instruction that regards redundant material as superfluous and to be avoided is likely to be unhelpful to learners of English. …",10.1515/ip-2017-0002,https://doi.org/10.1515/ip-2017-0002,manual_journal_search[intercultural_pragmatics]
Nancy D Bell,Interactional adjustments in humorous intercultural communication,2006,"… in this type of communication, NSs who do not have experience in intercultural communication may actually overestimate the amount and types of adjustments that are necessary, thus underestimating the second … … language (L2) user's proficiency. … … Second language play as a representation of the multicompetent self in foreign language study. Journal for Language, Identity, and Education 1 (1): 13-39. Belz, Julie, and Jonathon Reinhardt. 2004. … … Pragmatics 4 (3): 357-389. Siegal, Meryl. 1996. The role of learner subjectivity in second language sociolinguistic competency: Western women learning Japanese. Applied Linguistics 17 (3): 356-382. … … Playfulness as mediation in communicative language teaching in a Vietnamese classroom. In J. P. Lantolf (ed.), Sociocultural Theory and Second Language Learning. …",10.1515/IP.2006.001,https://doi.org/10.1515/IP.2006.001,manual_journal_search[intercultural_pragmatics]
Lucy Pickering,Intonation as a pragmatic resource in ELF interaction,2009,"… The investigation of pragmatic strategies in ELF interaction is a relatively new area of research. This paper examines intonation as a pragmatic resource in ELF interaction. … … NS-based discourse to establish a state of informational and social convergence (Brazil, The communicative value of intonation in English, Cambridge University Press, 1997; Chun, Discourse intonation in L2 … … The LeaP corpus (Learning the Prosody of a Foreign Language) is a prosodically annotated corpus which targets English and German as second languages. … … EFL is thus a ‘distant’ contact language for many speakers; that is, adopted via foreign language instruction rather than personal contact’’ (p. 126). … … Learner corpora in second language prosody research and teaching. In Non-native prosody, Jürgen Trouvain and Ulrike Gut (eds.). Berlin: Mouton de Gruyter. Halliday, Michael A K. (1967). …",10.1515/IPRG.2009.013,https://doi.org/10.1515/IPRG.2009.013,manual_journal_search[intercultural_pragmatics]
"Maria Sabaté i Dalmau, Hortènsia Curell i Gotor",From “Sorry very much” to “I'm ever so sorry”: Acquisitional patterns in L2 apologies by Catalan learners of English,2007,"… This paper analyzes the acquisitional stages of L2 apology realizations in response to discourse completion tasks produced in a cross-sectional study by 78 Catalan learners of English at three different … … The paper discusses pragmatic transfer, as well as the types of interlanguage behavior of each of the three groups of L2 learners. … … Four perspectives on L2 pragmatic development (NFLRC Net Work #19) [online], Honolulu, University of Hawai’i at Manoa, Second Language Teaching and Curriculum Center. … … Posting the banns: A marriage of pragmatics and culture in foreign and second language pedagogy and beyond. … … In Pragmatic Competence and Foreign Language Teaching, Alicia Martı́nez Flor, Esther Usó Juan and Ana Fernández Guerra (eds.), 247-281. …",10.1515/IP.2007.014,https://doi.org/10.1515/IP.2007.014,manual_journal_search[intercultural_pragmatics]
Victor Ho,Evaluating while justifying intercultural requests,2014,"… Research into the speech-act request performed by people of different cultures operationalized at levels including nation, community of practice, and L2 speakers has identified and discussed sets of culture-related … … The use of evaluative language in intercultural request grounders was then compared with that in intracultural ones. … … Student/teacher interaction via email: The social context of Internet discourse. Journal of Second Language Writing 11. 117-134. Blum-Kulka, Shoshana & Juliane House. 1989. … … Intercultural Pragmatics 6(4). 473-515. Fukushima, Saeko. 1996. Request strategies in British English and Japanese. Language Sciences 18(3/4). 671-688. … … Journal of Pragmatics 41. 1636-1656. Liu, Yichun. 2011. Power perceptions and negotiations in a cross-national email writing activity. Journal of Second Language Writing 20. 257-270. …",10.1515/ip-2014-0025,https://doi.org/10.1515/ip-2014-0025,manual_journal_search[intercultural_pragmatics]
Nashwa Nashaat Sobhy,Book Review,2015,"… of resources for second language educators - English and other languages - for teaching and assessment. … … using L2 norms when not in concordance with one’s own pragmatics, and the effect of L2 textbook instruction. … … Chapter eleven moves up to pragmatics in curriculum design, reproving rightly the opinion that learners of a second or a foreign language will “pick up” the  behavioral norms of that language when exposed …",10.1515/ip-2015-0006,https://doi.org/10.1515/ip-2015-0006,manual_journal_search[intercultural_pragmatics]
Lieven Buysse,‘Well it's not very ideal …’ The pragmatic marker well in learner English,2015,"… The pragmatic marker well has received a lot of attention in studies on native speaker discourse and has served as an interesting testing ground for theories accounting for the multifunctionality of pragmatic … … In the rapidly expanding body of research on pragmatic markers in learner English well has also claimed a prominent position, but so far no comparison has been made of how learners of varying mother tongue … … Over the past decade the interest in how foreign language learners make use of pragmatic markers has surged (e.g. … … and are forced to use a foreign language. … … Journal of Pragmatics 33(6). 849-878. O’Keeffe, Anne, Michael McCarthy and Ronald Carter. 2007. From corpus to classroom. Language use and language teaching. Cambridge: Cambridge University Press. …",10.1515/ip-2015-0003,https://doi.org/10.1515/ip-2015-0003,manual_journal_search[intercultural_pragmatics]
"Mohammed Nahar Al-Ali, Rami Alawneh",Linguistic mitigating devices in American and Jordanian students' requests,2010,"… and what factors influence their pragmatic request behavior. … … The results also indicated that there are at least three factors influence the nonnative speakers' choices: language ability, L1 pragmatic knowledge, and L1 cultural norms transfer. … … Second Language Research 8. 203-231. Kobayashi, Hiroe & Carol Rinnert. 2003. Coping with high imposition requests: High vs. low proficiency EFL students in Japan. … … In Alicia Martı́nez-Flor & Ana Fernández Guerra (eds.), Pragmatic competence in foreign language teaching, 161-184. Castelló: Servei de Publicacions de la Universitat Jaume I. Koike, Dale. 1994. … … Journal of Pragmatics 21. 513-526. Koike, Dale. 1995. Transfer of pragmatic competence and suggestions in Spanish foreign language learning. …",10.1515/iprg.2010.014,https://doi.org/10.1515/iprg.2010.014,manual_journal_search[intercultural_pragmatics]
,Book Reviews,2012,"… (Japanese as a Foreign Language) pedagogy during the past five decades. … … as a second language (JSL) in Japan or as a foreign language (JFL) in their home countries - on the pragmatic development of responses to compliments by comparing response strategies (Positive [agreeing … … Pragmatics of Japanese as native and target language. Honolulu, HI: University of Hawai’i at Manoa, Second Language Teaching and Curriculum Center. …",10.1515/ip-2012-0030,https://doi.org/10.1515/ip-2012-0030,manual_journal_search[intercultural_pragmatics]
Junko Imai,Book Review,2013,"… Globalization has established the status of English as an international language and generated different types of learning opportunities for the second language (L2) learners in both their homelands and … … Socializing identities through speech style: Learners of Japanese as a foreign language. Bristol: Multilingual Matters. Deardorff, Daria K. 2006. … … Honolulu: National Foreign Language Resource Center. Kasper, Gabriele & Rose, Kenneth R. 2002. Pragmatic development in a second language. Malden, MA: Blackwell. Kinginger, Celeste. 2009. …",10.1515/ip-2013-0024,https://doi.org/10.1515/ip-2013-0024,manual_journal_search[intercultural_pragmatics]
Agnes Terraschke,"Or so, oder so, and stuff like that—general extenders in New Zealand English, German and in learner language",2010,"… Mastering the pragmatic norms of another language is a great challenge to non-native speakers. One aspect of the pragmatic norms of a language is the appropriate use of general extenders. … … Do language learners recognize pragmatic violations? Pragmatic versus grammatical awareness in instructed L2 learning. TESOL Quarterly 32 (2). 233-262. Brinton, Laurel J. 1996. … … Interlanguage pragmatics. In Heidi Byrnes (ed.), Learning Foreign and Second Languages: Perspectives in Research and Scholarship, 183-208. New York: Modern Language Association of America. … … International Review of Applied Linguistics in Language Teaching 45(2). 141-160. Terraschke, Agnes & Janet Holmes 2007. …",10.1515/iprg.2010.020,https://doi.org/10.1515/iprg.2010.020,manual_journal_search[intercultural_pragmatics]
,Contributors to this issue,2012,"… co-edited Intercultural Language Use an Language Learning (Springer, 2007), and Investigating Pragmatics in Foreign language Learning, Teaching and Testing (Multilingual Matters 2008). … … She specializes in language pedagogy and second language acquisition studies. … … Her most recent interest is in the impact of studying abroad in language and culture learning, teaching L2 literacy, and acquisition of mimetic words in Japanese. …",10.1515/ip-2012-0031,https://doi.org/10.1515/ip-2012-0031,manual_journal_search[intercultural_pragmatics]
,Book reviews,2005,"… An Introduction to Pragmatics . Social Action for Language Teachers. Ann Arbor, Michigan: The University of Michigan Press. … … the way certain pragmatic features may a¤ect language teaching and learning. … … These sections are useful for second/ foreign language students and teachers, who are likely to be the main audience for this book. … … ’ pragmatic problems in the L2 and thus learn to better address the di‰cult task of teaching pragmatics in a second language. …",10.1515/iprg.2005.2.2.209,https://doi.org/10.1515/iprg.2005.2.2.209,manual_journal_search[intercultural_pragmatics]
,Book reviews,2006,"… Experimental Pragmatics. Houndmills, Basingstoke/New York: Palgrave Macmillan. 348 pp. (Palgrave Studies in Pragmatics, Language, and Cognition 2). (Enikő Németh T.) Maria Pilar Safont Jordà. 2005. … … Third Language Learners: Pragmatic Production and Awareness. Clevedon / Bualo / Toronto: Multilingual Matters. 184 pp.(Liang Chen) … … competence and pragmatic awareness among learners of English as a foreign language’’ (p. 160). … … Indexical relations and sound motion pictures in L2 curricula: The dynamic role of the teacher. Canadian Modern Language Review 62 (2): 263-284. … … Second Language Research 17 (4): 393-420. Norris, John M., and Lourdes Ortega. 2000. E¤ectiveness of L2 instruction: A research synthesis and quantitative meta-analysis. …",10.1515/IP.2006.007,https://doi.org/10.1515/IP.2006.007,manual_journal_search[intercultural_pragmatics]
,Book reviews,2012,"… Making a request for a service in Spanish: Pragmatic development in the study abroad setting. Foreign Language Annals 43. 160 -175. Belz, Julie A. 2007. … … Requests by young Japanese: A longitudinal study. The Language Teacher 25. 7-11. Ellis, Rod. 1992. Learning to communicate in the classroom: A study of two language learners’ requests. … … Pragmatic and grammatical awareness. In Kenneth R. Rose & Gabriele Kasper, (eds.), Pragmatics in language teaching, 63-79. Cambridge: Cambridge University press. Rose, Kenneth R. 2000. …",10.1515/ip-2012-0008,https://doi.org/10.1515/ip-2012-0008,manual_journal_search[intercultural_pragmatics]
J. César Félix-Brasdefer,Book Review,2013,"… attentional control in L1 and L2 pragmatic competence. … … Assessing speech acts in a second language. In Diana Boxer & Andrew D. Cohen (eds.), studying speaking to inform second language learning, 302-327. Clevedon: Multilingual Matters. … … An exploratory cross-sectional study of interlanguage pragmatic development. Studies in Second Language Acquisition 22. 27-67. Trosborg, Anna. 1995. …",10.1515/ip-2013-0023,https://doi.org/10.1515/ip-2013-0023,manual_journal_search[intercultural_pragmatics]
Gila A Schauer,Finding the right words in the study abroad context: The development of German learners' use of external modifiers in English,2007,"… This paper examines the pragmatic development of nine German university students in a study abroad context over the period of one academic year. … … Data for the present investigation were elicited at three distinct points of the learners' sojourn in the target language environment: shortly after their arrival, in the middle of their stay and shortly … … Pragmatic Development in a Second Language. Oxford: Blackwell. Kinginger, Celeste, and Julie A. Belz. 2005. Socio-cultural perspectives of pragmatic development in foreign language learning. … … Studies in Second Language Acquisition 22: 27-67. -. 2005. On the e¤ects of instruction on second language pragmatics. System 33 (3): 385-399. Sawyer, M. 1992. … … The development of pragmatics in Japanese as a second language: The sentence-final particle ‘ne’. In Pragmatics of Japanese as a Native and Foreign Language, Gabriele Kasper (ed.), 83-125. …",10.1515/IP.2007.011,https://doi.org/10.1515/IP.2007.011,manual_journal_search[intercultural_pragmatics]
"Irene Ronga, Carla Bazzanella, Erling Strudsholm, Luisa Salvati",Black as night or as a chimney sweep? Color words and typical exemplars,2014,"… Data were collected through questionnaires and corpora; the languages studied included Italian, Danish, and English. … … Our data provide a picture of the variegated intertwinement between nature and culture in the investigated languages. … … Since 2001 she has been teaching Linguistics, Pragmatics, and Cognitive Linguistics at the University of Turin. … … Current research areas include pragmatics, interactional linguistics, philosophy of ordi­ nary language, cognitive linguistics, and gender studies. … … Current research areas are: second language acquisi­ tion, pragma­phonetics, intercultural communication, multilingualism, and lan­ guage policies. …",10.1515/ip-2014-0022,https://doi.org/10.1515/ip-2014-0022,manual_journal_search[intercultural_pragmatics]
Lindy B. Comstock,Facilitating active engagement in intercultural teleconferences: A pragmalinguistic study of Russian and Irish participation frameworks,2015,"… By means of discourse analysis, CA analysis, and deviant case analysis, normative discourse practices and linguistic strategies in the intra- and intercultural data are identified in terms of their pragmatic … … are inappropriately transferred from L1 to L2” (1998: 13–14). … … English-language pause durations vary according to placement and context, but turns considered “fluent” average 0.28 seconds with an upper limit of 0.5 seconds (Goldman-Eisler 1972: 105). … … At 3.3 seconds, the ensuing gap is long even by the conventions of Russian-language meetings. …",10.1515/ip-2015-0024,https://doi.org/10.1515/ip-2015-0024,manual_journal_search[intercultural_pragmatics]
Yongping Ran,Contextual enrichment of lexical units in utterance interpretation: Evidence from Chinese and English,2006,"… Second, the study investigates the role of language and/or culture-specificity in contextual enrichment. … … Kecskes (2003) has suggested that language and/or culture-specificity is involved as a constraint both in salience and contextual processes. … … Second, the study investigates the role of language and/or culture-specificity in contextual enrichment. … … Situation-Bound Utterances in L1 and L2. Berlin/New York: Mouton de Gruyter. -. 2004. The role of salience in processing pragmatic units. Acta Linguistica Hungarica 34: 309-324. … … In Ziran He and Yongping Ran (eds.), Pragmatics and Cognition: Studies on Relevance Theory. Beijing: Foreign Language Teaching & Research Press. 1-16. -. 2004. Relevance and lexical pragmatics. …",10.1515/IP.2006.009,https://doi.org/10.1515/IP.2006.009,manual_journal_search[intercultural_pragmatics]
Tom Morton,Reviewed of Christiane Dalton-Puffer. 2007. Discourse in Content and Language Integrated Learning (CLIL) Classrooms. Amsterdam: John Benjamins,2009,"… Redressing the roles of correction and repair in research on second and foreign language learning. The Modern Language Journal 91(4): 511-526. Lave, Jean and Etienne Wenger (1991). … … Interactional feedback and instructional counterbalance. Studies in Second Language Acquisition 28: 321-341. Macbeth, Douglas (2003). … … Second Language Acquisition as Situated Practice: Task Accomplishment in the French Second Language Classroom. The Modern Language Journal 88(4): 501-518. Mortimer, Eduardo. F. and Philip S. …",10.1515/IPRG.2009.021,https://doi.org/10.1515/IPRG.2009.021,manual_journal_search[intercultural_pragmatics]
"Jian-Shiung Shie,",Conceptual metaphor as a news-story promoter: The cases of ENL and EIL headlines,2012,"… This paper explores conceptual metaphor as a news-story promoter in the English-as-a-native-language (ENL) and English-as-an-international-language (EIL) contexts, using a self-constructed corpus of 605 … … Rhetorical functions of the identified conceptual metaphors are examined and analyzed with regard to their pragmatic roles as a news-story promoter. … … Such general mappings can be capitalized on not just by news headline writers but also by foreign language teachers and introduced to the foreign language classroom. … … Metaphoric intelligence and foreign language learning. Humanising Language Teaching 3(2). http://www.hltmag.co.uk/mar01/mart1.htm#top (accessed 16 December 2010). Littlemore, Jeannette. 2004. … … Metaphoric competence, second language learning and communicative language ability. Applied Linguistics 27(2). 268-294. Low, Graham D. 1988. On teaching metaphor. Applied Linguistics 9(2). 125-147. …",10.1515/ip-2012-0001,https://doi.org/10.1515/ip-2012-0001,manual_journal_search[intercultural_pragmatics]
"Stephanie Schnurr, Olga Zayts",“I can't remember them ever not doing whatI tell them!”: Negotiating face and power relations in ‘upward’ refusals in multicultural workplaces in Hong Kong,2013,"… Pragmatic transfer in ESL refusals. In Robin Scarcella, Elaine Andersen, & Stephen Krashen (eds.), Developing communicative competence in a second language, 55-73. New York: Newbury House. … … Journal of Pragmatics 36. 945-964. Ebsworth, Eisenstein Miriam & Nobuko Kodoma. 2011. The pragmatics of refusals in English and Japanese: Alternative approaches to negotiation. … … Refusals in Chinese: How do L1 and L2 differ? Foreign Language Annals 44(1). 122-136. House, Juliane. 1999. …",10.1515/ip-2013-0028,https://doi.org/10.1515/ip-2013-0028,manual_journal_search[intercultural_pragmatics]
Berna Hendriks,An experimental study of native speaker perceptions of non-native request modification in e-mails in English,2010,"… An area of intercultural pragmatics (ILP) that has been investigated extensively is the ability of learners to understand and use indirect and polite language in performing speech acts. … … Evidence from research on the comprehensibility of EFL language has indicated that grammatical errors and / or non-native pronunciation can obstruct comprehension (Lindemann, Journal of Sociolinguistics … … Interlanguage pragmatics: Requesting in a foreign language. In Perspectives on language in performance, Wolfgang Lörscher and Rainer Schulze (eds.), 1250-1288. Tübingen: Narr. … … The mutual intelligibility of L2 speech. Studies in Second Language Acquisition, 28(1). 111-131. Nejjari, Warda, Marinel Gerritsen, Monique van der Haagen and Hubert Korzilius. forthcoming. … … Politeness strategies and second language acquisition. Studies in Second Language Acquisition 5(1). 18-33. Thomas, Jenny (1983). Cross-cultural pragmatic failure. Applied Linguistics, 4(2). 91-112. …",10.1515/iprg.2010.011,https://doi.org/10.1515/iprg.2010.011,manual_journal_search[intercultural_pragmatics]
Shiao-Yun Chiang,Mutual understanding as a procedural achievement in intercultural interaction,2009,"… Drawing on SLA and LSI studies, this paper examines the specific procedures in which understanding troubles are displayed and managed in a number of dyadic interactions between international teaching assistants … … The findings here suggest that interactional skills should be included as an integral part of intercultural competence in the study of pragmatics. … … Traditional SLA often treats L2 acquisition as a cognitive process in which the foreign language speaker, often labeled the nonnative speaker (NNS) of the target language, strives to model on the idealized … … American undergraduates’ reactions to the communication skills of foreign teaching assistants. … … Exploring the Intersection of Second Language Acquisition, Conversation Analysis, and Foreign Language Pedagogy. Modern Language Journal 91: 849-862. Myers, Carolyn (1994). …",10.1515/IPRG.2009.019,https://doi.org/10.1515/IPRG.2009.019,manual_journal_search[intercultural_pragmatics]
"Farzad Sharifian, Maryam Jamarani",Cultural schemas in intercultural communication: A study of the Persian cultural schema of sharmandegi ‘being ashamed’,2011,"… This paper explores the Persian cultural pragmatic schema of sharmandegi ‘being ashamed,’ which underlies the enactment of several speech acts in Persian. … … In general, this study further reveals the potential of cultural schema theory for studies of intercultural pragmatics and contributes to the body of research on intercultural communication involving speakers … … L2 (English). … … Even though, it is out of no fault of the teacher that the student has failed, the teacher still wants to show sympathy toward someone who has been a good student throughout the semester. … … Applied cultural linguistics: Implications for second language learning and intercultural communication. Amsterdam & Philadelphia: John Benjamins. Sharifian, Farzad. 2011. …",10.1515/iprg.2011.011,https://doi.org/10.1515/iprg.2011.011,manual_journal_search[intercultural_pragmatics]
Alan Firth,The lingua franca factor,2009,"… that will further bolster the status of English as a lingua franca within Applied Linguistics, that will enhance our understanding of matters relating to multilingualism, multicompetence, additional language … … “Metatheory” refers to theoretical underpinnings and dispositions brought about by adopting a lingua franca outlook on language. … … The use of English in the data bore clear linguistic hallmarks of it being an additional, foreign or second language, or non-mother tongue, for those using it. … … Going beyond the native speaker in language teacher. TESOL Quarterly 33 (2): 185-209. Cook, Vivian J. (2002). Background to the L2 user. In Portraits of the L2 user, Vivian J. Cook (ed.), 1-28. … … Modern Language Journal 82: 91-94. Firth, Alan and Johannes Wagner (2007). Second/foreign language learning as a social accomplishment: Elaborations on a reconceptualized SLA. …",10.1515/IPRG.2009.009,https://doi.org/10.1515/IPRG.2009.009,manual_journal_search[intercultural_pragmatics]
"Renate Pajusalu, Virve-Anneli Vihman, Birute Klaas, Karl Pajusalu",Forms of address across languages: Formal and informal second person pronoun usage among Estonia's linguistic communities,2010,"… Our study focuses especially on the choice of the formal or informal form of the second person pronoun, but we also investigate other aspects of sociolinguistic interaction. … … This reflects on the potential gap between high levels of second language fluency and the adoption of the pragmatic norms of the second language. … … Instruction at the University of Tartu is predominantly in Estonian, alongside some teaching in English 82 Renate Pajusalu et al. and a minimal amount in Russian. … … Both Estonian and Russian are languages of instruction at Virumaa College. …",10.1515/iprg.2010.004,https://doi.org/10.1515/iprg.2010.004,manual_journal_search[intercultural_pragmatics]
,Book reviews,2011,… and Foreign Language (L2-FL) from different angles. … … The last chapter of this second section is also related with pragmatic instruction (“The effect of pragmatic instruction on speech act performance”). … … and foreign language learning” (175). …,10.1515/iprg.2011.021,https://doi.org/10.1515/iprg.2011.021,manual_journal_search[intercultural_pragmatics]
Anne Barron,“Ah no honestly we're okay:” Learning to upgrade in a study abroad context,2007,"… Over time, upgrading in initial refusals increased in an L2-like movement. … … In Pragmatics of Chinese as Native and Target Language, Gabriele Kasper (ed.), 119-163. Honolulu, HI: University of Hawai’i at Manoa, Second Language Teaching and Curriculum Center. … … Developing pragmatic fluency in English as a foreign language: Routines and metapragmatic awareness. Studies in Second Language Acquisition 18 (2): 225252. House, Juliane and Gabriele Kasper. 1981. … … Developing Prototypic Measures of Cross-Cultural Pragmatics. Honolulu, HI: University of Hawai’i at Manoa, Second Language Teaching and Curriculum Center. Kasper, Gabriele. 2000. …",10.1515/IP.2007.009,https://doi.org/10.1515/IP.2007.009,manual_journal_search[intercultural_pragmatics]
,Book reviews,2010,… Jasone Cenoz deals with pragmatic issues in Chapter 7 (“The Acquisition of Pragmatic Competence and Multilingualism in Foreign Language Contexts”). … … of instruction. … … The chapter closes with a few real520 Book reviews istic pedagogical implications to improve pragmatic development in the foreign language classroom. …,10.1515/iprg.2010.023,https://doi.org/10.1515/iprg.2010.023,manual_journal_search[intercultural_pragmatics]
,Book reviews,2011,"… Markers, (2) Interlanguage Pragmatics: Strategies and Identity in the Foreign Language Classroom, and (3) Development of Pragmatic Competence in Second Language Acquisition: Focus on “Requests.” … … Metaphorical competence in second language acquisition and second language teaching: The neglected dimension. In James E. Alatis (ed.), Language, Communication and Social Meaning, 489-500. … … Studies in Second Language Acquisition 18(2). 189-223. Takahashi, Tomoko and Leslie Beebe. 1987. The development of pragmatic competence by Japanese learners of English. …",10.1515/IPRG.2011.006,https://doi.org/10.1515/IPRG.2011.006,manual_journal_search[intercultural_pragmatics]
María Elena Placencia,(Non)Compliance with directives among family and friends: Responding to social pressure and individual wants,2008,"… Pragmatic transfer in ESL refusals. In Robin Scarcella, Elaine Andersen, and Stephen Krashen (eds.), Developing Communicative Competence in a Second Language. New York: Newbury House. 5573. … … Emic conceptualisations of (im)politeness and face in Japanese: Implications for the discursive negotiation of second language learner identities. Journal of Pragmatics 39: 657-680. … … In Jonathan Fine (ed.), Second Language Discourse: A Textbook of Current Research, Norwood, NJ: Ablex. 21-38. 344 Marı́a Elena Placencia …",10.1515/IPRG.2008.015,https://doi.org/10.1515/IPRG.2008.015,manual_journal_search[intercultural_pragmatics]
,Book reviews,2011,"… results are best conveyed by means of systematic methodologies and customized tools for the classification and evaluation of foreign language learner errors. … … This type of observation, when taken to the L2 teaching scenario, is one example, among many, that corroborates the importance of leaner corpus and contrastive analysis. … … because the same background of Japanese culture. …",10.1515/iprg.2011.028,https://doi.org/10.1515/iprg.2011.028,manual_journal_search[intercultural_pragmatics]
Anna Mauranen,Chunking in ELF: Expressions for managing interaction,2009,"… This paper adopts a linear perspective on analyzing language, based on Sinclair and Mauranen's Linear Unit Grammar (John Benjamins, 2006), and complemented with insights on recurrent patterning discernible … … are less deeply entrenched in second language repertoires. … … One thing that appears common to ELF speakers and second language learners is that the frequency and distribution of expressions di¤ers from that of native speakers, even if the expressions are used pragmatically … … Instructional Science (Special issue) 6(1): 1-92. Wray, Alison (2002). Formulaic language and the lexicon. Cambridge: Cambridge University Press. …",10.1515/IPRG.2009.012,https://doi.org/10.1515/IPRG.2009.012,manual_journal_search[intercultural_pragmatics]
Maria Georgieva,Communication strategies as vehicles of intercultural border crossing,2009,"… The paper argues that EIL (English as an International Language) codification and standardization, though important for some domains of use, could not account for the full complexity of cross-cultural … … Considering it an auxiliary language, EIL speakers have no express purpose of developing their own norms of speaking. … … The second strand of research conceives of ELF as a specific kind of contact language, ‘‘adopted through foreign language instruction rather than personal contact’’ (Mauranen 2006: 126). … … This gives me ground to suggest as a topic for further research their more thorough investigation from the perspective of foreign language instruction. Notes 1. … … Grounds for instruction in pragmatics? In Pragmatics in Language Teaching, Kenneth Rose and Gabrielle Kasper (eds.). 13-52. Cambridge University Press. Bhatt, Rakesh M. (2002). …",10.1515/IPRG.2009.016,https://doi.org/10.1515/IPRG.2009.016,manual_journal_search[intercultural_pragmatics]
,Contributors to this issue,2011,"… Kathleen Bardovi-Harlig, Professor of Second Language Studies, Indiana University, teaches and conducts research in second language acquisition. … … Her research interests include methods of teaching foreign and second languages (K-12), interlanguage pragmatics, critical pedagogy, and second language acquisition. … … She currently teaches foreign and second language methods courses for K-12 pre-service teachers. …",10.1515/iprg.2011.022,https://doi.org/10.1515/iprg.2011.022,manual_journal_search[intercultural_pragmatics]
,Contributors to this issue,2010,"… She has worked on several international research projects focusing on language for specific purposes (academic/medical), L2/FL language learning, language testing, and computer assisted language learning … … Her main fields of research include language typology, contrastive linguistics of Estonian, Finnish, and Baltic languages, and teaching Estonian as a foreign language. … … Her main reseach areas are pragmatics (especially deixis), semantics, interactional linguistics, and first and second language acquistion. …",10.1515/iprg.2010.009,https://doi.org/10.1515/iprg.2010.009,manual_journal_search[intercultural_pragmatics]
"John J. Gumperz, Jenny Cook-Gumperz",Making Space for Bilingual Communicative Practice,2005,"… Monolingual and bilingual children do not differ in what they do with language, but in how they do it. … … She points out that this proposal went beyond ‘‘simply mandating English as the language of instruction; it sought to Intercultural Pragmatics 2-1 (2005), 1-23 1612-295X/05/0002-0001 6 Walter de Gruyter … … We argue that the prevailing linguistic ideology in education has long supported the belief that bilinguals control two distinct languages: a native language or vernacular (L1) and a second language (L2 … … Bilingual language use in instructional contexts. In Focus on Diversity. Center for Cultural Diversity and Second Language Learning. Santa Cruz: University of California. -1999. …",10.1515/iprg.2005.2.1.1,https://doi.org/10.1515/iprg.2005.2.1.1,manual_journal_search[intercultural_pragmatics]
,Contributors to this issue,2006,"… Her most recent books are Misunderstanding in Social Life (House, Kasper, & Ross, Longman, 2003), Pragmatic Development in a Second Language (Kasper & Rose, Blackwell, 2002), and Pragmatics in Language … … He is the Editor and Founder of the journal Intercultural Pragmatics. His research interest is in cognitive linguistics, pragmatics, second language acquisition, and bilingualism. … … His recent books are Foreign Language and Mother Tongue (Kecskes & Papp, Erlbaum, 2000), and Situation-Bound Utterances in L1 and L2 (Mouton, 2003). …",10.1515/iprg.2004.004,https://doi.org/10.1515/iprg.2004.004,manual_journal_search[intercultural_pragmatics]
